session_id,msisdn,imei,cgi,shortcode,session_start_ts,total_steps,dwell_times,dwell_variance,mean_dwell,menu_path,path_directness,session_duration_s,session_end_reason,pin_attempts,label
USS-51089881,254071850758,357722680888316,639-02-3278-32918,*334#,2025-01-13T09:10:00Z,5,"[15, 10, 29, 13, 12]",46.16,15.8,main>send_money>number>amount>pin>confirm,1.0,89,complete,1,legit
USS-C1FE707B,254011787401,354192906713484,639-02-6281-84346,*334#,2025-02-05T15:53:00Z,5,"[5, 5, 6, 6, 6]",0.24,5.6,main>send_money>number>amount>pin>confirm,1.0,38,complete,1,legit
USS-9DAE3D08,254130643861,357156829864941,639-02-4130-31344,*334#,2025-01-10T14:15:00Z,3,"[8, 12, 6]",6.22,8.7,main>my_account>balance,1.0,32,complete,1,legit
USS-6ABDD6D5,254050247754,358902161489094,639-02-2776-66393,*334#,2025-01-08T08:14:00Z,7,"[23, 19, 17, 22, 19, 14, 22]",8.82,19.4,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,150,complete,1,legit
USS-A810C296,254178759030,354464375666534,639-02-3254-48345,*334#,2025-01-07T12:10:00Z,5,"[7, 9, 15, 10, 10]",6.96,10.2,main>send_money>number>amount>pin>confirm,1.0,61,complete,1,legit
USS-EDB7244E,254764033874,354053824879259,639-02-3903-19910,*334#,2025-01-22T22:08:00Z,5,"[19, 23, 45, 20, 24]",91.76,26.2,main>send_money>number>amount>pin>confirm,1.0,141,complete,1,legit
USS-03F2433E,254737729541,357873629380757,639-02-2876-99678,*334#,2025-02-13T11:30:00Z,3,"[16, 18, 23]",8.67,19.0,main>my_account>balance,1.0,63,complete,1,legit
USS-C17ECAC7,254097813570,353741583968242,639-02-9499-31408,*334#,2025-01-08T01:38:00Z,7,"[25, 22, 35, 18, 21, 17, 15]",38.41,21.9,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,167,complete,1,legit
USS-1D751F16,254714002749,358017786378706,639-02-9837-61644,*334#,2025-01-08T06:50:00Z,7,"[7, 8, 19, 5, 5, 10, 8]",19.84,8.9,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,76,timeout,1,legit
USS-8CD2AC4C,254794874159,353244905631853,639-02-6478-62333,*334#,2025-02-26T17:27:00Z,5,"[6, 7, 14, 5, 6]",10.64,7.6,main>send_money>number>amount>pin>confirm,1.0,48,complete,1,legit
USS-0FDE2072,254072472195,355508475951288,639-02-5301-68877,*334#,2025-01-13T16:00:00Z,5,"[14, 12, 23, 9, 12]",22.8,14.0,main>send_money>number>amount>pin>confirm,1.0,80,complete,1,legit
USS-5FFCE862,254753242520,353674964035989,639-02-3082-10858,*334#,2025-02-07T13:48:00Z,7,"[9, 15, 31, 16, 16, 14, 11]",43.43,16.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,126,complete,1,legit
USS-B09073D7,254190987543,354545334818342,639-02-4326-33589,*334#,2025-02-25T11:26:00Z,7,"[13, 13, 23, 10, 9, 8, 11]",21.67,12.4,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,101,complete,1,legit
USS-FFE51F31,254051633160,353191175132363,639-02-7024-62670,*334#,2025-01-07T09:24:00Z,7,"[20, 15, 53, 20, 18, 16, 22]",150.82,23.4,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,178,complete,2,legit
USS-475B9140,254781254698,353446087093625,639-02-8544-89077,*334#,2025-02-26T11:25:00Z,7,"[6, 12, 22, 11, 9, 8, 10]",22.98,11.1,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,92,complete,1,legit
USS-0A6B3A89,254749310513,355362635865637,639-02-4439-10623,*334#,2025-01-18T02:05:00Z,5,"[20, 18, 51, 17, 22]",164.24,25.6,main>send_money>number>amount>pin>confirm,1.0,138,complete,1,legit
USS-AD5E8BE6,254085727394,353839755035465,639-02-2737-48025,*334#,2025-01-26T18:18:00Z,5,"[10, 9, 16, 12, 5]",13.04,10.4,main>send_money>number>amount>pin>confirm,1.0,62,user_cancel,1,legit
USS-B15B1C97,254732976435,355851478538101,639-02-8608-39689,*334#,2025-01-08T22:23:00Z,5,"[17, 16, 25, 18, 17]",10.64,18.6,main>send_money>number>amount>pin>confirm,1.0,103,complete,1,legit
USS-FC20BA33,254172849537,355884453235619,639-02-4249-47524,*334#,2025-01-20T15:12:00Z,7,"[23, 35, 63, 16, 31, 29, 20]",207.71,31.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,231,complete,1,legit
USS-E9EFB8EF,254144951348,357994600150363,639-02-3448-88887,*334#,2025-01-21T18:42:00Z,3,"[7, 6, 7]",0.22,6.7,main>my_account>balance,1.0,26,complete,1,legit
USS-7AB1513F,254023413185,355473973953669,639-02-3645-13986,*334#,2025-01-28T19:55:00Z,3,"[10, 11, 10]",0.22,10.3,main>my_account>balance,1.0,37,complete,1,legit
USS-F53E4D4C,254753618402,354415600509886,639-02-2014-19388,*334#,2025-01-28T22:21:00Z,7,"[7, 8, 29, 6, 13, 13, 12]",52.24,12.6,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,102,complete,1,legit
USS-D77CA172,254096238285,353836853078311,639-02-5385-54329,*334#,2025-02-18T09:42:00Z,5,"[20, 19, 27, 11, 20]",25.84,19.4,main>send_money>number>amount>pin>confirm,1.0,107,complete,1,legit
USS-0ECAB5BE,254194253887,352134454606095,639-02-5163-68611,*334#,2025-01-22T22:35:00Z,5,"[6, 6, 5, 8, 8]",1.44,6.6,main>send_money>number>amount>pin>confirm,1.0,43,complete,1,legit
USS-1503A003,254199929631,359108572449783,639-02-8012-26499,*334#,2025-02-02T04:34:00Z,5,"[17, 12, 18, 11, 18]",9.36,15.2,main>send_money>number>amount>pin>confirm,1.0,86,complete,1,legit
USS-B56FCD20,254162955625,354885103300917,639-02-2482-63266,*334#,2025-02-22T13:39:00Z,5,"[9, 10, 11, 15, 14]",5.36,11.8,main>send_money>number>amount>pin>confirm,1.0,69,user_cancel,1,legit
USS-703B8772,254037014133,356189012664227,639-02-1310-69759,*334#,2025-01-21T09:52:00Z,7,"[16, 9, 33, 10, 10, 11, 10]",63.84,14.1,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,113,complete,1,legit
USS-C257619F,254125129349,357088325920964,639-02-2655-26730,*334#,2025-01-08T08:34:00Z,5,"[21, 19, 39, 22, 19]",57.6,24.0,main>send_money>number>amount>pin>confirm,1.0,130,complete,1,legit
USS-422BDA4F,254162482718,359250149458489,639-02-4664-33780,*334#,2025-02-14T00:13:00Z,5,"[13, 10, 10, 15, 12]",3.6,12.0,main>send_money>number>amount>pin>confirm,1.0,70,complete,1,legit
USS-20C38350,254741473545,355787215782032,639-02-4672-32464,*334#,2025-01-14T07:10:00Z,5,"[8, 10, 26, 11, 9]",44.56,12.8,main>send_money>number>amount>pin>confirm,1.0,74,complete,1,legit
USS-A8341128,254028723875,352706347149502,639-02-9511-31342,*334#,2025-01-31T13:19:00Z,5,"[13, 11, 23, 10, 12]",22.16,13.8,main>send_money>number>amount>pin>confirm,1.0,79,complete,1,legit
USS-592C6B05,254159090867,359864560437284,639-02-8578-85131,*334#,2025-02-06T22:42:00Z,5,"[14, 16, 10, 13, 12]",4.0,13.0,main>send_money>number>amount>pin>confirm,1.0,75,complete,1,legit
USS-4FA10C93,254094368631,352155149870990,639-02-7314-29584,*334#,2025-01-06T09:27:00Z,3,"[41, 32, 32]",18.0,35.0,main>my_account>balance,1.0,111,complete,1,legit
USS-AC1FECCD,254016312302,357744326252133,639-02-2771-65409,*334#,2025-01-15T07:11:00Z,5,"[13, 13, 32, 12, 10]",65.2,16.0,main>send_money>number>amount>pin>confirm,1.0,90,complete,1,legit
USS-B957E254,254761046180,356120288846141,639-02-9298-95135,*334#,2025-02-25T00:37:00Z,7,"[22, 16, 19, 25, 26, 16, 13]",20.82,19.6,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,151,complete,1,legit
USS-DDCEEED9,254198022475,358468318912188,639-02-8390-32180,*334#,2025-02-13T18:08:00Z,5,"[19, 19, 16, 19, 15]",3.04,17.6,main>send_money>number>amount>pin>confirm,1.0,98,complete,1,legit
USS-5E6A35C9,254196024941,358270271491766,639-02-2769-75206,*334#,2025-01-22T12:55:00Z,7,"[5, 7, 16, 6, 5, 8, 7]",12.49,7.7,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,68,complete,1,legit
USS-0B551E97,254077359188,356596460116236,639-02-4526-29953,*334#,2025-03-03T05:47:00Z,7,"[6, 5, 16, 6, 7, 8, 7]",11.84,7.9,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,69,complete,1,legit
USS-79DE1980,254167737308,359293049821634,639-02-9146-47459,*334#,2025-01-04T09:56:00Z,7,"[16, 18, 14, 13, 15, 10, 11]",6.69,13.9,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,111,complete,1,legit
USS-82B2D80A,254042303553,359402603265188,639-02-3620-13873,*334#,2025-01-21T01:18:00Z,5,"[10, 9, 10, 10, 9]",0.24,9.6,main>send_money>number>amount>pin>confirm,1.0,58,complete,1,legit
USS-7E1C69A4,254178788730,354866043633358,639-02-4426-35848,*334#,2025-02-02T06:54:00Z,5,"[20, 21, 45, 20, 19]",100.4,25.0,main>send_money>number>amount>pin>confirm,1.0,135,complete,1,legit
USS-17FB6CDC,254147849667,3528976174103220,639-02-2754-59851,*334#,2025-01-07T01:37:00Z,3,"[4, 4, 3]",0.22,3.7,main>my_account>balance>pin,1.0,17,complete,1,fraud
USS-BA7FFB69,254147849667,3528976174103220,639-02-2754-59851,*334#,2025-01-07T01:38:37Z,5,"[5, 4, 5, 2, 4]",1.2,4.0,main>send_money>number>amount>pin>confirm,1.0,30,complete,1,fraud
USS-39D6E8CC,254151493726,352822766502225,639-02-3463-55821,*334#,2025-01-05T06:29:00Z,7,"[6, 6, 12, 6, 5, 8, 7]",4.69,7.1,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,64,complete,1,legit
USS-2A9F164B,254135353209,356883809579131,639-02-3739-18158,*334#,2025-01-07T05:34:00Z,7,"[20, 23, 46, 18, 18, 18, 19]",89.84,23.1,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,176,complete,1,legit
USS-F86B53F1,254083896216,354253793147765,639-02-4675-95620,*334#,2025-01-12T18:24:00Z,3,"[12, 16, 19]",8.22,15.7,main>my_account>balance,1.0,53,complete,1,legit
USS-3275D2C3,254160091607,356457765048327,639-02-2427-39570,*334#,2025-03-03T18:01:00Z,5,"[15, 15, 16, 16, 15]",0.24,15.4,main>send_money>number>amount>pin>confirm,1.0,87,complete,1,legit
USS-346E14F2,254017392977,3528976174103220,639-02-1716-84783,*334#,2025-01-02T21:48:00Z,3,"[3, 4, 4]",0.22,3.7,main>my_account>balance>pin,1.0,17,complete,1,fraud
USS-B33D7B16,254017392977,3528976174103220,639-02-1716-84783,*334#,2025-01-02T21:48:42Z,5,"[5, 4, 4, 6, 5]",0.56,4.8,main>send_money>number>amount>pin>confirm,1.0,34,complete,1,fraud
USS-009BB011,254017392977,3528976174103220,639-02-1716-84783,*334#,2025-01-02T21:49:36Z,5,"[4, 2, 4, 5, 5]",1.2,4.0,main>send_money>number>amount>pin>confirm,1.0,30,complete,1,fraud
USS-8BFEFD3A,254750693174,358617461150664,639-02-9998-25604,*334#,2025-01-03T21:16:00Z,7,"[9, 6, 16, 8, 9, 7, 5]",11.1,8.6,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,74,complete,1,legit
USS-6FE3E59E,254072420977,356076964630008,639-02-7544-55144,*334#,2025-02-12T17:22:00Z,5,"[18, 20, 51, 14, 21]",177.36,24.8,main>send_money>number>amount>pin>confirm,1.0,134,complete,1,legit
USS-0FE3E360,254128434319,358927639003884,639-02-7881-52663,*334#,2025-01-17T14:35:00Z,5,"[15, 20, 40, 10, 14]",112.16,19.8,main>send_money>number>amount>pin>confirm,1.0,109,complete,1,legit
USS-FF2C1200,254037890426,359519806087052,639-02-1406-38218,*334#,2025-02-15T13:12:00Z,5,"[14, 15, 29, 17, 13]",34.24,17.6,main>send_money>number>amount>pin>confirm,1.0,98,complete,1,legit
USS-87222CB7,254744709851,356027184977216,639-02-8695-45009,*334#,2025-01-08T09:50:00Z,5,"[18, 13, 42, 20, 25]",99.44,23.6,main>send_money>number>amount>pin>confirm,1.0,128,complete,1,legit
USS-8B736BA4,254035854356,352481451171123,639-02-5029-16266,*334#,2025-02-03T19:32:00Z,5,"[19, 16, 11, 19, 15]",8.8,16.0,main>send_money>number>amount>pin>confirm,1.0,90,complete,1,legit
USS-06A4AAEC,254787499216,358316858210618,639-02-7044-19547,*334#,2025-01-22T23:12:00Z,5,"[12, 23, 44, 13, 15]",142.64,21.4,main>send_money>number>amount>pin>confirm,1.0,117,complete,1,legit
USS-042B2CCC,254191551850,353496874947746,639-02-8344-60354,*334#,2025-01-23T13:39:00Z,5,"[7, 8, 15, 7, 7]",9.76,8.8,main>send_money>number>amount>pin>confirm,1.0,54,complete,1,legit
USS-79863B8D,254010193008,352744489108249,639-02-8642-17327,*334#,2025-01-21T21:20:00Z,3,"[13, 8, 10]",4.22,10.3,main>my_account>balance,1.0,37,complete,1,legit
USS-23C47814,254133883985,354847895137702,639-02-6906-92268,*334#,2025-01-27T17:42:00Z,7,"[13, 15, 12, 11, 13, 15, 13]",1.84,13.1,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,106,complete,1,legit
USS-0CFA552C,254735812300,357421751542060,639-02-9856-56546,*334#,2025-02-22T14:50:00Z,5,"[14, 11, 27, 12, 8]",43.44,14.4,main>send_money>number>amount>pin>confirm,1.0,82,complete,1,legit
USS-BE89F7D1,254758888146,3528976174103220,639-02-6454-31653,*334#,2025-02-28T22:10:00Z,3,"[9, 8, 10]",0.67,9.0,main>my_account>balance>pin,1.0,33,complete,1,fraud
USS-EC9022F6,254758888146,3528976174103220,639-02-6454-31653,*334#,2025-02-28T22:10:45Z,5,"[7, 7, 8, 6, 9]",1.04,7.4,main>send_money>number>amount>pin>confirm,1.0,47,complete,1,fraud
USS-21FAD961,254110406279,352667062152129,639-02-3256-56579,*334#,2025-01-07T23:44:00Z,7,"[9, 8, 17, 8, 9, 8, 5]",11.84,9.1,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,78,complete,1,legit
USS-C00919C5,254043006580,354809536249661,639-02-4482-99954,*334#,2025-01-04T05:09:00Z,5,"[25, 32, 25, 19, 45]",79.36,29.2,main>send_money>number>amount>pin>confirm,1.0,156,complete,2,legit
USS-BB6A9DB0,254090815995,355918049978875,639-02-1355-21985,*334#,2025-01-03T03:39:00Z,5,"[13, 17, 25, 17, 13]",19.2,17.0,main>send_money>number>amount>pin>confirm,1.0,95,complete,1,legit
USS-ACCFED9C,254116555043,358751837432217,639-02-5521-57272,*334#,2025-01-17T04:32:00Z,5,"[11, 13, 39, 12, 16]",110.96,18.2,main>send_money>number>amount>pin>confirm,1.0,101,complete,1,legit
USS-2D51C61A,254186043963,356426346661876,639-02-4834-21965,*334#,2025-02-14T07:06:00Z,7,"[8, 13, 29, 14, 23, 12, 16]",44.24,16.4,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,129,complete,1,legit
USS-2E0747FD,254176204090,359326780488013,639-02-5643-47699,*334#,2025-02-06T12:45:00Z,3,"[7, 9, 11]",2.67,9.0,main>my_account>balance,1.0,33,complete,1,legit
USS-CC57B437,254758221573,357179612845771,639-02-9191-60562,*334#,2025-01-21T08:41:00Z,5,"[10, 15, 24, 16, 16]",20.16,16.2,main>send_money>number>amount>pin>confirm,1.0,91,complete,1,legit
USS-1F586CEC,254762077545,358519387983204,639-02-1384-27166,*334#,2025-01-26T15:03:00Z,5,"[9, 9, 11, 11, 11]",0.96,10.2,main>send_money>number>amount>pin>confirm,1.0,61,complete,1,legit
USS-41F40679,254799967465,352245269247313,639-02-8428-13935,*334#,2025-01-28T08:14:00Z,5,"[13, 15, 34, 9, 13]",77.76,16.8,main>send_money>number>amount>pin>confirm,1.0,94,complete,1,legit
USS-1EE4454C,254034953421,354474595338270,639-02-5318-52182,*334#,2025-02-28T20:04:00Z,7,"[13, 12, 37, 16, 13, 15, 20]",66.29,18.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,140,complete,1,legit
USS-7D69E318,254183920543,354128014549724,639-02-1751-53055,*334#,2025-03-01T20:12:00Z,5,"[8, 6, 5, 5, 4]",1.84,5.6,main>send_money>number>amount>pin>confirm,1.0,38,complete,1,legit
USS-94EBBBB8,254095739832,353078847753313,639-02-6014-53128,*334#,2025-02-04T12:47:00Z,3,"[22, 21, 12]",20.22,18.3,main>my_account>balance,1.0,61,complete,1,legit
USS-3EA1B6EA,254177683733,352888367606226,639-02-2704-35691,*334#,2025-01-18T20:11:00Z,5,"[10, 9, 9, 8, 12]",1.84,9.6,main>send_money>number>amount>pin>confirm,1.0,58,complete,2,legit
USS-B6B217C4,254048857338,358493703184362,639-02-2366-79578,*334#,2025-02-27T18:10:00Z,3,"[11, 17, 14]",6.0,14.0,main>my_account>balance,1.0,48,complete,1,legit
USS-1DB147F0,254753876546,354821103221966,639-02-4866-33289,*334#,2025-03-01T11:26:00Z,7,"[10, 10, 24, 14, 8, 13, 11]",24.12,12.9,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,104,complete,1,legit
USS-1D389341,254151667959,359515223942847,639-02-3535-65019,*334#,2025-02-05T04:33:00Z,7,"[10, 11, 12, 14, 16, 17, 16]",6.49,13.7,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,110,complete,1,legit
USS-506A6ECA,254012783682,358388702537778,639-02-1244-11933,*334#,2025-02-14T14:19:00Z,7,"[14, 14, 26, 12, 15, 18, 17]",18.24,16.6,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,130,complete,1,legit
USS-8A87CEA4,254153068965,357701584393693,639-02-8337-34296,*334#,2025-01-12T19:03:00Z,5,"[10, 12, 17, 9, 9]",9.04,11.4,main>send_money>number>amount>pin>confirm,1.0,67,complete,1,legit
USS-60386B23,254015476106,352512123814462,639-02-5094-93147,*334#,2025-01-23T21:41:00Z,7,"[6, 5, 18, 6, 9, 7, 5]",18.29,8.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,70,complete,1,legit
USS-2D2EAA78,254178716544,359623619111736,639-02-4395-63805,*334#,2025-02-02T20:06:00Z,5,"[14, 21, 36, 11, 10]",92.24,18.4,main>send_money>number>amount>pin>confirm,1.0,102,complete,1,legit
USS-C628C105,254121417180,357598204032124,639-02-6735-13266,*334#,2025-01-11T09:59:00Z,7,"[11, 10, 14, 11, 13, 16, 11]",3.92,12.3,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,100,complete,1,legit
USS-9B833207,254159337399,357481809941831,639-02-5314-17491,*334#,2025-02-17T03:30:00Z,3,"[21, 22, 27]",6.89,23.3,main>my_account>balance,1.0,76,complete,1,legit
USS-19054A96,254039969973,352518960706684,639-02-4289-40023,*334#,2025-02-17T12:23:00Z,5,"[20, 12, 41, 21, 18]",96.24,22.4,main>send_money>number>amount>pin>confirm,1.0,122,complete,1,legit
USS-5D324B08,254726455149,357532655218217,639-02-4911-71584,*334#,2025-01-24T01:02:00Z,5,"[19, 30, 65, 28, 20]",284.24,32.4,main>send_money>number>amount>pin>confirm,1.0,172,complete,1,legit
USS-37A23B75,254778270436,354050915405845,639-02-6076-29962,*334#,2025-01-25T17:44:00Z,3,"[14, 16, 14]",0.89,14.7,main>my_account>balance,1.0,50,complete,1,legit
USS-2C6CCC55,254128818516,357564363312487,639-02-5523-53946,*334#,2025-02-16T02:15:00Z,5,"[14, 14, 32, 13, 15]",52.24,17.6,main>send_money>number>amount>pin>confirm,1.0,98,complete,1,legit
USS-6C27E51D,254060374202,359441439337580,639-02-6804-64303,*334#,2025-02-02T06:12:00Z,5,"[14, 16, 17, 13, 17]",2.64,15.4,main>send_money>number>amount>pin>confirm,1.0,87,user_cancel,1,legit
USS-574F1CBA,254738866690,356656742418132,639-02-1410-31882,*334#,2025-01-10T14:21:00Z,7,"[12, 11, 27, 13, 15, 11, 14]",27.06,14.7,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,117,complete,1,legit
USS-26D17412,254740358153,355370909603650,639-02-2185-90059,*334#,2025-01-23T20:59:00Z,3,"[12, 11, 12]",0.22,11.7,main>my_account>balance,1.0,41,complete,1,legit
USS-6FDC12BA,254788263297,355824652356505,639-02-9491-89269,*334#,2025-01-14T05:14:00Z,7,"[15, 11, 7, 7, 12, 13, 15]",9.67,11.4,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,94,complete,1,legit
USS-99293F0A,254113059045,352422505551238,639-02-7134-94867,*334#,2025-01-30T22:47:00Z,7,"[20, 31, 18, 21, 32, 28, 24]",26.41,24.9,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,188,complete,1,legit
USS-37D93FB6,254033678909,356434336074818,639-02-7547-83635,*334#,2025-02-21T08:12:00Z,5,"[14, 21, 34, 11, 16]",65.36,19.2,main>send_money>number>amount>pin>confirm,1.0,106,complete,1,legit
USS-C32BC092,254178339038,352148430316324,639-02-8946-85547,*334#,2025-02-22T11:45:00Z,7,"[13, 13, 14, 17, 13, 16, 17]",3.06,14.7,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,117,complete,1,legit
USS-361DE885,254054254610,353216457670140,639-02-4367-70056,*334#,2025-02-15T04:56:00Z,3,"[30, 31, 31]",0.22,30.7,main>my_account>balance,1.0,98,complete,1,legit
USS-1BB9B9CA,254085337966,353439665172864,639-02-3501-18788,*334#,2025-02-22T00:42:00Z,5,"[9, 11, 11, 8, 11]",1.6,10.0,main>send_money>number>amount>pin>confirm,1.0,60,complete,1,legit
USS-1331C02A,254043696092,354465556748713,639-02-4755-47301,*334#,2025-02-25T17:31:00Z,5,"[13, 14, 15, 15, 15]",0.64,14.4,main>send_money>number>amount>pin>confirm,1.0,82,complete,1,legit
USS-B1BBCCBC,254781770010,354167891958863,639-02-2988-86809,*334#,2025-01-23T12:29:00Z,7,"[13, 14, 17, 18, 16, 14, 13]",3.43,15.0,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,119,complete,1,legit
USS-C974656F,254796910635,352696217180522,639-02-1559-34221,*334#,2025-01-21T19:19:00Z,7,"[35, 34, 35, 26, 32, 29, 28]",11.35,31.3,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,233,complete,1,legit
USS-A34212D0,254711583514,355877688177087,639-02-9415-20684,*334#,2025-01-20T05:15:00Z,3,"[17, 15, 14]",1.56,15.3,main>my_account>balance,1.0,52,complete,1,legit
USS-5452D6D7,254059797632,357843880338896,639-02-4429-71804,*334#,2025-01-31T15:58:00Z,7,"[8, 11, 27, 12, 13, 9, 10]",35.84,12.9,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,104,complete,1,legit
USS-68C7B25D,254178362886,355670632051407,639-02-9047-97139,*334#,2025-02-09T18:22:00Z,7,"[15, 17, 29, 15, 16, 16, 14]",23.1,17.4,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,136,complete,1,legit
USS-865BB266,254110397509,354167440887552,639-02-6607-86161,*334#,2025-02-07T02:17:00Z,5,"[9, 8, 20, 10, 6]",23.84,10.6,main>send_money>number>amount>pin>confirm,1.0,63,complete,1,legit
USS-E8B253B1,254159181644,356724305529655,639-02-3507-86342,*334#,2025-01-16T05:54:00Z,5,"[11, 19, 19, 9, 16]",16.96,14.8,main>send_money>number>amount>pin>confirm,1.0,84,complete,1,legit
USS-C7E82716,254744817229,353332447055535,639-02-1297-84586,*334#,2025-02-09T03:11:00Z,5,"[27, 28, 38, 25, 22]",29.2,28.0,main>send_money>number>amount>pin>confirm,1.0,150,complete,1,legit
USS-60C8E7A4,254727304032,354609791388084,639-02-3679-36265,*334#,2025-02-22T03:20:00Z,7,"[22, 22, 33, 26, 21, 22, 12]",33.67,22.6,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,172,complete,1,legit
USS-D5FF9EAA,254719239401,354172479129480,639-02-1101-32609,*334#,2025-02-19T15:34:00Z,7,"[15, 16, 44, 11, 14, 16, 13]",111.67,18.4,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,143,complete,1,legit
USS-D9F943EF,254041571896,352544526390603,639-02-2682-46339,*334#,2025-02-07T00:39:00Z,7,"[18, 17, 16, 17, 19, 14, 13]",3.92,16.3,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,128,complete,1,legit
USS-9CA060E1,254071123919,352196156684712,639-02-1832-15148,*334#,2025-01-27T11:00:00Z,5,"[4, 7, 17, 7, 9]",19.36,8.8,main>send_money>number>amount>pin>confirm,1.0,54,complete,1,legit
USS-FEBBC3B2,254182841722,353590874341487,639-02-9004-79857,*334#,2025-01-05T13:16:00Z,5,"[10, 8, 11, 13, 12]",2.96,10.8,main>send_money>number>amount>pin>confirm,1.0,64,complete,1,legit
USS-C965ECB8,254789489149,354099413943076,639-02-5485-20833,*334#,2025-01-08T04:39:00Z,3,"[18, 16, 19]",1.56,17.7,main>my_account>balance,1.0,59,timeout,1,legit
USS-DEA2DD24,254739938733,354563126412192,639-02-5478-13948,*334#,2025-01-08T18:24:00Z,7,"[17, 16, 34, 13, 14, 18, 15]",44.41,18.1,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,141,complete,1,legit
USS-4CD2AF7C,254749090018,356837435397670,639-02-2565-63739,*334#,2025-01-15T13:29:00Z,7,"[15, 15, 29, 14, 14, 12, 10]",32.82,15.6,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,123,complete,1,legit
USS-179AD36B,254742890480,357407015853400,639-02-5569-55571,*334#,2025-02-15T18:14:00Z,7,"[5, 4, 15, 6, 5, 4, 7]",12.82,6.6,main>my_account>balance>back>send_money>number>amount>pin>confirm,0.56,60,complete,1,legit
USS-FD7283BB,254727259504,353479438334791,639-02-9882-74363,*334#,2025-01-03T23:37:00Z,5,"[10, 11, 19, 13, 7]",16.0,12.0,main>send_money>number>amount>pin>confirm,1.0,70,complete,1,legit
USS-1BCDB156,254093734362,3528949163804239,639-02-9260-60648,*334#,2025-02-08T06:15:00Z,3,"[16, 14, 15]",0.67,15.0,main>my_account>balance>pin,1.0,51,complete,1,fraud
USS-F61292EA,254093734362,3528949163804239,639-02-9260-60648,*334#,2025-02-08T06:15:56Z,5,"[13, 17, 11, 10, 11]",6.24,12.4,main>send_money>number>amount>pin>confirm,1.0,72,complete,1,fraud
USS-03EB0A68,254093734362,3528949163804239,639-02-9260-60648,*334#,2025-02-08T06:17:47Z,5,"[11, 11, 10, 17, 14]",6.64,12.6,main>send_money>number>amount>pin>confirm,1.0,73,complete,1,fraud
USS-7FB69941,254196811162,353904731637604,639-02-1615-39949,*334#,2025-01-18T18:44:00Z,5,"[5, 4, 15, 6, 7]",15.44,7.4,main>send_money>number>amount>pin>confirm,1.0,47,complete,1,legit
USS-AF91E2BF,254113742583,359657271434615,639-02-5122-20771,*334#,2025-02-17T12:56:00Z,3,"[17, 13, 15]",2.67,15.0,main>my_account>balance,1.0,51,complete,2,legit
USS-C035DF2A,254792947743,354079193876454,639-02-9767-26986,*334#,2025-02-16T22:42:00Z,5,"[16, 17, 27, 14, 15]",22.16,17.8,main>send_money>number>amount>pin>confirm,1.0,99,user_cancel,1,legit
USS-612EE020,254780807016,355114266107114,639-02-5860-61445,*334#,2025-01-25T03:04:00Z,5,"[19, 22, 33, 20, 17]",31.76,22.2,main>send_money>number>amount>pin>confirm,1.0,121,complete,1,legit
